Area Name,Area ID,Year,Age Group,Male,Hispanic Total,Hispanic Male,Hispanic Female,Hispanic White Total,Hispanic White Male,Hispanic White Female,Hispanic Black Total,Hispanic Black Male,Hispanic Black Female,Hispanic AIAN Total,Hispanic AIAN Male,Hispanic AIAN Female,Hispanic Asian Total,Hispanic Asian Male,Hispanic Asian Female,Hispanic NHOPI Total,Hispanic NHOPI Male,Hispanic NHOPI Female,Hispanic Two or More Races Total,Hispanic Two or More Races Male,Hispanic Two or More Races Female,Non-Hispanic Total,Non-Hispanic Male,Non-Hispanic Female,Non-Hispanic White Total,Non-Hispanic White Male,Non-Hispanic White Female,Non-Hispanic Black Total,Non-Hispanic Black Male,Non-Hispanic Black Female,Non-Hispanic AIAN Total,Non-Hispanic AIAN Male,Non-Hispanic AIAN Female,Non-Hispanic Asian Total,Non-Hispanic Asian Male,Non-Hispanic Asian Female,Non-Hispanic NHOPI Total,Non-Hispanic NHOPI Male,Non-Hispanic NHOPI Female,Non-Hispanic Two or More Races Total,Non-Hispanic Two or More Races Male,Non-Hispanic Two or More Races Female
Chelan,53007,2010,50-54,"2,699",753,423,330,705,392,313,7,4,3,15,9,6,6,2,4,4,3,1,16,13,3,"4,770","2,276","2,494","4,615","2,211","2,404",10,10,0,45,15,30,49,13,36,7,5,2,44,22,22
Chelan,53007,2010,55-59,"2,627",454,273,181,421,255,166,5,2,3,16,12,4,1,0,1,1,0,1,10,4,6,"4,760","2,354","2,406","4,599","2,277","2,322",13,9,4,49,22,27,33,16,17,6,2,4,60,28,32
Chelan,53007,2010,60-64,"2,205",257,146,111,246,144,102,1,1,0,8,1,7,0,0,0,0,0,0,2,0,2,"4,157","2,059","2,098","4,060","2,018","2,042",4,3,1,28,17,11,26,8,18,4,3,1,35,10,25
Chelan,53007,2010,65-69,"1,588",190,95,95,176,86,90,1,1,0,10,6,4,1,1,0,0,0,0,2,1,1,"3,047","1,493","1,554","2,986","1,462","1,524",2,2,0,18,11,7,20,10,10,1,1,0,20,7,13
Chelan,53007,2010,70-74,"1,272",105,56,49,97,52,45,1,0,1,5,3,2,1,0,1,0,0,0,1,1,0,"2,477","1,216","1,261","2,434","1,194","1,240",1,0,1,14,8,6,11,5,6,1,0,1,16,9,7
Chelan,53007,2010,75-79,927,60,29,31,56,28,28,0,0,0,1,0,1,1,1,0,2,0,2,0,0,0,"1,901",898,"1,003","1,866",887,979,1,0,1,5,1,4,9,3,6,0,0,0,20,7,13
Chelan,53007,2010,80-84,658,48,18,30,47,17,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"1,514",640,874,"1,498",634,864,1,0,1,5,4,1,1,0,1,1,1,0,8,1,7
Chelan,53007,2010,85+,670,45,21,24,41,20,21,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,"1,788",649,"1,139","1,774",645,"1,129",0,0,0,2,0,2,3,2,1,0,0,0,9,2,7
Chelan,53007,2010,Total,"36,130","18,713","9,833","8,880","17,411","9,144","8,267",163,88,75,667,350,317,89,47,42,58,32,26,325,172,153,"53,740","26,297","27,443","51,315","25,121","26,194",178,111,67,517,253,264,578,242,336,89,49,40,"1,063",521,542
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Clallam,53009,2010,0-4,"1,792",433,251,182,270,158,112,15,7,8,92,54,38,0,0,0,3,2,1,53,30,23,"2,930","1,541","1,389","2,318","1,239","1,079",16,10,6,287,146,141,33,13,20,4,3,1,272,130,142
Clallam,53009,2010,5-9,"1,734",412,205,207,282,150,132,9,3,6,77,35,42,2,1,1,2,1,1,40,15,25,"2,986","1,529","1,457","2,445","1,279","1,166",22,10,12,229,125,104,47,15,32,2,1,1,241,99,142
Clallam,53009,2010,10-14,"1,935",394,213,181,287,160,127,4,2,2,70,38,32,3,1,2,0,0,0,30,12,18,"3,428","1,722","1,706","2,775","1,379","1,396",26,14,12,278,154,124,46,21,25,5,4,1,298,150,148
Clallam,53009,2010,15-19,"2,160",373,203,170,278,147,131,7,3,4,51,33,18,4,1,3,3,2,1,30,17,13,"3,621","1,957","1,664","2,942","1,592","1,350",61,35,26,288,146,142,77,47,30,9,4,5,244,133,111
Clallam,53009,2010,20-24,"2,004",313,191,122,232,145,87,14,11,3,52,27,25,0,0,0,2,0,2,13,8,5,"3,285","1,813","1,472","2,692","1,461","1,231",94,78,16,272,144,128,53,30,23,9,6,3,165,94,71
Clallam,53009,2010,25-29,"1,917",297,176,121,220,130,90,10,5,5,50,32,18,1,0,1,0,0,0,16,9,7,"3,294","1,741","1,553","2,825","1,464","1,361",59,53,6,228,136,92,31,13,18,8,4,4,143,71,72
Clallam,53009,2010,30-34,"1,848",251,137,114,202,111,91,10,6,4,26,13,13,1,0,1,1,0,1,11,7,4,"3,209","1,711","1,498","2,716","1,437","1,279",64,59,5,251,122,129,50,19,31,6,2,4,122,72,50
Clallam,53009,2010,35-39,"1,736",234,126,108,176,92,84,6,3,3,30,18,12,2,2,0,0,0,0,20,11,9,"3,131","1,610","1,521","2,696","1,388","1,308",43,39,4,195,95,100,71,34,37,8,7,1,118,47,71
Clallam,53009,2010,40-44,"1,799",196,101,95,151,75,76,4,3,1,26,15,11,1,1,0,2,0,2,12,7,5,"3,383","1,698","1,685","2,947","1,478","1,469",39,30,9,211,111,100,84,33,51,5,1,4,97,45,52
Clallam,53009,2010,45-49,"2,165",185,95,90,153,81,72,2,1,1,18,7,11,2,0,2,1,1,0,9,5,4,"4,312","2,070","2,242","3,850","1,835","2,015",38,31,7,228,115,113,78,27,51,5,3,2,113,59,54
Clallam,53009,2010,50-54,"2,647",131,66,65,99,47,52,3,1,2,18,12,6,4,2,2,0,0,0,7,4,3,"5,349","2,581","2,768","4,875","2,365","2,510",33,25,8,247,116,131,89,30,59,7,4,3,98,41,57
Clallam,53009,2010,55-59,"2,854",130,62,68,115,54,61,4,4,0,5,1,4,1,1,0,1,1,0,4,1,3,"5,963","2,792","3,171","5,546","2,601","2,945",16,13,3,206,104,102,81,22,59,4,2,2,110,50,60
Clallam,53009,2010,60-64,"2,824",89,42,47,78,37,41,3,1,2,4,1,3,0,0,0,0,0,0,4,3,1,"5,886","2,782","3,104","5,550","2,635","2,915",19,17,2,145,62,83,82,26,56,8,3,5,82,39,43
Clallam,53009,2010,65-69,"2,509",65,32,33,58,29,29,0,0,0,3,0,3,0,0,0,0,0,0,4,3,1,"5,190","2,477","2,713","4,960","2,367","2,593",12,8,4,109,58,51,57,18,39,7,3,4,45,23,22
Clallam,53009,2010,70-74,"2,001",53,24,29,44,19,25,2,1,1,1,0,1,0,0,0,0,0,0,6,4,2,"3,908","1,977","1,931","3,711","1,878","1,833",8,7,1,80,41,39,53,21,32,3,2,1,53,28,25
Clallam,53009,2010,75-79,"1,430",28,12,16,25,10,15,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,"2,993","1,418","1,575","2,885","1,374","1,511",3,1,2,44,18,26,32,11,21,1,0,1,28,14,14
Clallam,53009,2010,80-84,"1,121",27,9,18,24,9,15,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,"2,412","1,112","1,300","2,343","1,083","1,260",4,2,2,23,10,13,23,8,15,0,0,0,19,9,10
Clallam,53009,2010,85+,953,16,5,11,14,4,10,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,"2,497",948,"1,549","2,455",934,"1,521",2,1,1,14,3,11,14,4,10,0,0,0,12,6,6
Clallam,53009,2010,Total,"35,429","3,627","1,950","1,677","2,708","1,458","1,250",93,51,42,527,287,240,22,10,12,15,7,8,262,137,125,"67,777","33,479","34,298","60,531","29,789","30,742",559,433,126,"3,335","1,706","1,629","1,001",392,609,91,49,42,"2,260","1,110","1,150"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Clark,53011,2010,0-4,"15,047","4,078","2,090","1,988","3,373","1,756","1,617",107,53,54,136,73,63,58,32,26,23,11,12,381,165,216,"25,351","12,957","12,394","21,252","10,858","10,394",556,268,288,171,98,73,"1,048",540,508,232,121,111,"2,092","1,072","1,020"
Clark,53011,2010,5-9,"15,990","3,964","1,987","1,977","3,316","1,653","1,663",120,59,61,143,77,66,48,22,26,23,9,14,314,167,147,"27,175","14,003","13,172","22,818","11,751","11,067",669,344,325,193,116,77,"1,247",642,605,249,120,129,"1,999","1,030",969
Clark,53011,2010,10-14,"16,908","3,586","1,878","1,708","2,990","1,557","1,433",100,59,41,126,71,55,63,42,21,21,8,13,286,141,145,"29,254","15,030","14,224","24,605","12,718","11,887",775,395,380,234,111,123,"1,333",647,686,272,134,138,"2,035","1,025","1,010"
Clark,53011,2010,15-19,"15,457","3,020","1,497","1,523","2,530","1,272","1,258",104,48,56,99,44,55,53,29,24,24,9,15,210,95,115,"27,001","13,960","13,041","23,096","11,880","11,216",731,402,329,272,153,119,"1,124",588,536,262,149,113,"1,516",788,728
Clark,53011,2010,20-24,"12,178","2,381","1,262","1,119","2,041","1,084",957,73,37,36,107,58,49,33,20,13,11,8,3,116,55,61,"22,002","10,916","11,086","19,333","9,537","9,796",560,306,254,182,100,82,837,445,392,206,96,110,884,432,452
Clark,53011,2010,25-29,"12,970","2,669","1,362","1,307","2,271","1,156","1,115",66,38,28,134,78,56,39,16,23,13,6,7,146,68,78,"23,749","11,608","12,141","20,842","10,195","10,647",575,331,244,217,105,112,"1,073",477,596,229,111,118,813,389,424
Clark,53011,2010,30-34,"13,941","2,823","1,462","1,361","2,410","1,254","1,156",61,22,39,137,76,61,34,13,21,19,13,6,162,84,78,"25,644","12,479","13,165","22,554","11,053","11,501",549,286,263,226,107,119,"1,265",515,750,244,119,125,806,399,407
Clark,53011,2010,35-39,"14,728","2,703","1,380","1,323","2,380","1,218","1,162",51,23,28,120,66,54,45,26,19,7,5,2,100,42,58,"26,988","13,348","13,640","23,508","11,682","11,826",594,340,254,227,114,113,"1,730",766,964,220,102,118,709,344,365
Clark,53011,2010,40-44,"15,076","2,021","1,093",928,"1,743",950,793,44,25,19,85,50,35,55,34,21,6,1,5,88,33,55,"27,976","13,983","13,993","24,696","12,394","12,302",643,382,261,241,102,139,"1,640",726,914,184,98,86,572,281,291
Clark,53011,2010,45-49,"15,468","1,476",738,738,"1,311",662,649,29,16,13,55,23,32,19,5,14,8,6,2,54,26,28,"29,976","14,730","15,246","26,997","13,359","13,638",631,338,293,224,102,122,"1,436",611,825,162,83,79,526,237,289
Clark,53011,2010,50-54,"15,132","1,148",595,553,996,522,474,22,9,13,55,26,29,26,13,13,3,2,1,46,23,23,"29,292","14,537","14,755","26,626","13,259","13,367",557,322,235,225,106,119,"1,288",573,715,137,70,67,459,207,252
Clark,53011,2010,55-59,"13,504",837,427,410,732,381,351,26,16,10,39,14,25,11,7,4,2,1,1,27,8,19,"27,282","13,077","14,205","25,139","12,080","13,059",444,256,188,215,96,119,"1,024",428,596,93,52,41,367,165,202
Clark,53011,2010,60-64,"11,712",635,296,339,554,256,298,9,5,4,31,14,17,10,5,5,2,1,1,29,15,14,"23,622","11,416","12,206","21,937","10,640","11,297",346,196,150,162,82,80,838,334,504,78,40,38,261,124,137
Clark,53011,2010,65-69,"8,194",341,156,185,302,140,162,5,1,4,10,5,5,8,5,3,2,0,2,14,5,9,"16,547","8,038","8,509","15,477","7,536","7,941",181,96,85,100,53,47,583,268,315,40,16,24,166,69,97
Clark,53011,2010,70-74,"5,388",210,86,124,181,72,109,3,1,2,8,4,4,5,2,3,2,1,1,11,6,5,"10,984","5,302","5,682","10,278","4,937","5,341",107,66,41,54,27,27,405,199,206,23,13,10,117,60,57
Clark,53011,2010,75-79,"3,544",120,46,74,109,39,70,2,2,0,3,1,2,2,2,0,2,1,1,2,1,1,"7,796","3,498","4,298","7,348","3,325","4,023",79,33,46,26,14,12,262,90,172,16,5,11,65,31,34
Clark,53011,2010,80-84,"2,565",88,39,49,84,37,47,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,"6,216","2,526","3,690","5,941","2,410","3,531",47,23,24,12,8,4,161,64,97,11,1,10,44,20,24
Clark,53011,2010,85+,"2,152",66,19,47,61,16,45,1,0,1,3,3,0,1,0,1,0,0,0,0,0,0,"6,342","2,133","4,209","6,144","2,071","4,073",43,8,35,9,3,6,111,36,75,5,4,1,30,11,19
Clark,53011,2010,Total,"209,954","32,166","16,413","15,753","27,384","14,025","13,359",824,414,410,"1,294",685,609,510,273,237,168,82,86,"1,986",934,"1,052","393,197","193,541","199,656","348,591","171,685","176,906","8,087","4,392","3,695","2,990","1,497","1,493","17,405","7,949","9,456","2,663","1,334","1,329","13,461","6,684","6,777"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia,53013,2010,0-4,115,36,19,17,32,16,16,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,180,96,84,167,90,77,0,0,0,3,2,1,3,0,3,1,0,1,6,4,2
Columbia,53013,2010,5-9,100,22,12,10,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,175,88,87,158,82,76,0,0,0,4,1,3,0,0,0,0,0,0,13,5,8
Columbia,53013,2010,10-14,116,24,10,14,19,8,11,0,0,0,2,1,1,0,0,0,0,0,0,3,1,2,223,106,117,212,101,111,2,1,1,2,2,0,0,0,0,1,1,0,6,1,5
Columbia,53013,2010,15-19,118,28,19,9,24,17,7,0,0,0,3,1,2,0,0,0,0,0,0,1,1,0,202,99,103,191,91,100,3,3,0,4,2,2,1,1,0,0,0,0,3,2,1
Columbia,53013,2010,20-24,76,22,12,10,20,10,10,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,136,64,72,126,60,66,0,0,0,2,1,1,3,0,3,3,1,2,2,2,0
Columbia,53013,2010,25-29,94,22,11,11,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,160,83,77,151,79,72,0,0,0,2,0,2,2,2,0,1,1,0,4,1,3
Columbia,53013,2010,30-34,92,10,6,4,8,5,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,156,86,70,150,81,69,0,0,0,5,4,1,1,1,0,0,0,0,0,0,0
Columbia,53013,2010,35-39,89,14,7,7,11,5,6,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,179,82,97,168,76,92,0,0,0,6,2,4,1,0,1,0,0,0,4,4,0
Columbia,53013,2010,40-44,124,14,9,5,11,7,4,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,215,115,100,202,112,90,0,0,0,3,1,2,2,0,2,2,0,2,6,2,4
Columbia,53013,2010,45-49,158,16,7,9,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,308,151,157,293,140,153,5,4,1,1,1,0,2,1,1,3,1,2,4,4,0
Columbia,53013,2010,50-54,154,17,7,10,15,7,8,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,289,147,142,278,142,136,1,1,0,6,3,3,1,0,1,1,1,0,2,0,2
Columbia,53013,2010,55-59,171,11,5,6,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,166,165,320,159,161,1,1,0,2,0,2,2,2,0,1,1,0,5,3,2
Columbia,53013,2010,60-64,178,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,178,170,336,173,163,0,0,0,4,0,4,3,2,1,0,0,0,5,3,2
Columbia,53013,2010,65-69,144,6,1,5,4,1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,299,143,156,294,139,155,0,0,0,2,2,0,0,0,0,0,0,0,3,2,1
Columbia,53013,2010,70-74,119,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,117,101,216,117,99,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Columbia,53013,2010,75-79,68,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,66,80,142,64,78,0,0,0,1,0,1,2,1,1,1,1,0,0,0,0
Columbia,53013,2010,80-84,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,52,64,116,52,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia,53013,2010,85+,54,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,54,89,143,54,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia,53013,2010,Total,"2,022",254,129,125,223,113,110,1,1,0,15,7,8,0,0,0,0,0,0,15,8,7,"3,824","1,893","1,931","3,663","1,812","1,851",12,10,2,48,21,27,23,10,13,14,7,7,64,33,31
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Cowlitz,53015,2010,0-4,"3,274","1,169",580,589,984,483,501,26,14,12,68,39,29,5,2,3,8,3,5,78,39,39,"5,395","2,694","2,701","4,814","2,385","2,429",46,26,20,83,44,39,71,39,32,16,6,10,365,194,171
Cowlitz,53015,2010,5-9,"3,370","1,067",529,538,903,451,452,13,6,7,64,32,32,11,3,8,5,2,3,71,35,36,"5,693","2,841","2,852","5,119","2,544","2,575",55,30,25,100,57,43,86,37,49,18,11,7,315,162,153
Cowlitz,53015,2010,10-14,"3,593",928,477,451,788,405,383,12,4,8,58,35,23,5,2,3,9,4,5,56,27,29,"6,066","3,116","2,950","5,421","2,807","2,614",58,33,25,95,42,53,108,42,66,21,10,11,363,182,181
Cowlitz,53015,2010,15-19,"3,656",784,403,381,651,340,311,16,7,9,58,27,31,5,5,0,5,1,4,49,23,26,"6,373","3,253","3,120","5,798","2,957","2,841",60,34,26,116,64,52,92,43,49,16,7,9,291,148,143
Cowlitz,53015,2010,20-24,"2,820",699,401,298,620,356,264,15,8,7,26,14,12,5,4,1,8,5,3,25,14,11,"4,984","2,419","2,565","4,532","2,199","2,333",47,27,20,89,42,47,85,47,38,20,10,10,211,94,117
Cowlitz,53015,2010,25-29,"2,837",641,350,291,554,300,254,14,10,4,29,19,10,6,3,3,10,6,4,28,12,16,"5,061","2,487","2,574","4,636","2,277","2,359",35,18,17,91,42,49,105,48,57,17,8,9,177,94,83
Cowlitz,53015,2010,30-34,"2,975",612,349,263,529,298,231,10,7,3,43,25,18,5,2,3,1,1,0,24,16,8,"5,344","2,626","2,718","4,959","2,447","2,512",44,29,15,71,33,38,102,38,64,17,7,10,151,72,79
Cowlitz,53015,2010,35-39,"3,061",520,276,244,456,238,218,12,8,4,31,19,12,3,0,3,3,1,2,15,10,5,"5,620","2,785","2,835","5,196","2,583","2,613",51,37,14,94,40,54,110,43,67,17,9,8,152,73,79
Cowlitz,53015,2010,40-44,"3,189",476,271,205,397,230,167,7,2,5,42,21,21,8,5,3,0,0,0,22,13,9,"5,944","2,918","3,026","5,538","2,718","2,820",32,21,11,114,56,58,103,40,63,18,11,7,139,72,67
Cowlitz,53015,2010,45-49,"3,632",320,193,127,278,161,117,4,3,1,25,23,2,4,2,2,4,2,2,5,2,3,"6,917","3,439","3,478","6,494","3,248","3,246",38,25,13,118,63,55,112,38,74,10,6,4,145,59,86
Cowlitz,53015,2010,50-54,"3,947",253,137,116,220,119,101,4,2,2,24,14,10,2,1,1,0,0,0,3,1,2,"7,584","3,810","3,774","7,156","3,612","3,544",42,21,21,114,55,59,118,51,67,12,9,3,142,62,80
Cowlitz,53015,2010,55-59,"3,644",165,85,80,143,77,66,3,2,1,11,4,7,2,0,2,2,0,2,4,2,2,"7,177","3,559","3,618","6,785","3,365","3,420",29,22,7,97,47,50,126,56,70,8,3,5,132,66,66
Cowlitz,53015,2010,60-64,"3,341",150,68,82,132,58,74,1,1,0,11,6,5,1,1,0,2,1,1,3,1,2,"6,663","3,273","3,390","6,345","3,120","3,225",20,15,5,79,36,43,110,43,67,8,6,2,101,53,48
Cowlitz,53015,2010,65-69,"2,557",79,44,35,70,40,30,0,0,0,4,2,2,2,1,1,2,1,1,1,0,1,"5,094","2,513","2,581","4,876","2,409","2,467",15,10,5,52,28,24,77,30,47,8,6,2,66,30,36
Cowlitz,53015,2010,70-74,"1,760",46,22,24,42,20,22,0,0,0,2,2,0,0,0,0,0,0,0,2,0,2,"3,572","1,738","1,834","3,459","1,686","1,773",4,1,3,23,11,12,39,17,22,3,1,2,44,22,22
Cowlitz,53015,2010,75-79,"1,258",27,11,16,27,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,701","1,247","1,454","2,635","1,223","1,412",1,0,1,10,5,5,27,6,21,1,0,1,27,13,14
Cowlitz,53015,2010,80-84,885,20,4,16,20,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,097",881,"1,216","2,042",859,"1,183",9,3,6,16,6,10,13,5,8,2,1,1,15,7,8
Cowlitz,53015,2010,85+,743,19,11,8,19,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,150",732,"1,418","2,117",721,"1,396",1,0,1,7,2,5,9,4,5,3,2,1,13,3,10
Cowlitz,53015,2010,Total,"50,542","7,975","4,211","3,764","6,833","3,602","3,231",137,74,63,496,282,214,64,31,33,59,27,32,386,195,191,"94,435","46,331","48,104","87,922","43,160","44,762",587,352,235,"1,369",673,696,"1,493",627,866,215,113,102,"2,849","1,406","1,443"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Douglas,53017,2010,0-4,"1,434","1,415",709,706,"1,315",654,661,11,9,2,40,17,23,10,6,4,3,2,1,36,21,15,"1,388",725,663,"1,281",674,607,6,2,4,21,11,10,12,8,4,3,1,2,65,29,36
Douglas,53017,2010,5-9,"1,418","1,313",661,652,"1,217",620,597,6,3,3,56,28,28,7,2,5,2,1,1,25,7,18,"1,519",757,762,"1,378",683,695,4,2,2,21,12,9,16,8,8,9,3,6,91,49,42
Douglas,53017,2010,10-14,"1,540","1,222",622,600,"1,134",577,557,9,5,4,40,20,20,8,5,3,5,3,2,26,12,14,"1,734",918,816,"1,604",846,758,5,2,3,25,12,13,22,9,13,6,3,3,72,46,26
Douglas,53017,2010,15-19,"1,504","1,172",619,553,"1,085",575,510,16,7,9,34,15,19,10,8,2,2,1,1,25,13,12,"1,723",885,838,"1,606",825,781,13,5,8,27,10,17,14,8,6,6,5,1,57,32,25
Douglas,53017,2010,20-24,"1,141",947,535,412,875,492,383,13,7,6,34,23,11,8,6,2,0,0,0,17,7,10,"1,245",606,639,"1,186",578,608,6,4,2,11,5,6,14,5,9,6,4,2,22,10,12
Douglas,53017,2010,25-29,"1,209",928,497,431,866,464,402,6,4,2,35,17,18,6,4,2,0,0,0,15,8,7,"1,432",712,720,"1,355",675,680,8,5,3,14,6,8,14,5,9,1,0,1,40,21,19
Douglas,53017,2010,30-34,"1,151",858,418,440,793,388,405,8,2,6,29,13,16,8,5,3,2,1,1,18,9,9,"1,486",733,753,"1,409",701,708,7,3,4,9,3,6,19,4,15,3,1,2,39,21,18
Douglas,53017,2010,35-39,"1,159",830,415,415,785,389,396,11,8,3,21,10,11,4,3,1,3,1,2,6,4,2,"1,512",744,768,"1,401",686,715,10,7,3,33,15,18,26,13,13,5,3,2,37,20,17
Douglas,53017,2010,40-44,"1,150",685,376,309,640,348,292,5,3,2,25,15,10,5,3,2,4,3,1,6,4,2,"1,633",774,859,"1,544",732,812,8,7,1,25,13,12,23,9,14,3,2,1,30,11,19
Douglas,53017,2010,45-49,"1,301",595,320,275,549,297,252,5,2,3,28,13,15,3,2,1,1,1,0,9,5,4,"1,996",981,"1,015","1,926",952,974,2,2,0,24,9,15,21,4,17,3,2,1,20,12,8
Douglas,53017,2010,50-54,"1,345",416,246,170,387,230,157,9,4,5,8,5,3,4,2,2,1,1,0,7,4,3,"2,269","1,099","1,170","2,197","1,068","1,129",9,8,1,21,8,13,19,6,13,2,2,0,21,7,14
Douglas,53017,2010,55-59,"1,239",215,120,95,201,111,90,4,3,1,5,4,1,1,0,1,1,1,0,3,1,2,"2,299","1,119","1,180","2,230","1,090","1,140",3,1,2,16,9,7,23,6,17,4,1,3,23,12,11
Douglas,53017,2010,60-64,"1,066",154,79,75,151,78,73,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,"2,002",987,"1,015","1,945",959,986,1,0,1,18,12,6,16,4,12,2,1,1,20,11,9
Douglas,53017,2010,65-69,869,129,69,60,124,67,57,2,1,1,1,0,1,0,0,0,0,0,0,2,1,1,"1,618",800,818,"1,577",785,792,3,1,2,11,5,6,12,1,11,2,1,1,13,7,6
Douglas,53017,2010,70-74,640,65,32,33,65,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,226",608,618,"1,193",589,604,0,0,0,11,7,4,13,6,7,0,0,0,9,6,3
Douglas,53017,2010,75-79,487,35,18,17,34,18,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,973,469,504,953,460,493,2,2,0,4,2,2,4,1,3,0,0,0,10,4,6
Douglas,53017,2010,80-84,298,20,7,13,18,6,12,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,681,291,390,669,286,383,0,0,0,5,3,2,2,0,2,0,0,0,5,2,3
Douglas,53017,2010,85+,247,14,4,10,14,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,243,439,679,242,437,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2
Douglas,53017,2010,Total,"19,198","11,013","5,747","5,266","10,253","5,350","4,903",105,58,47,361,181,180,74,46,28,25,16,9,195,96,99,"27,418","13,451","13,967","26,133","12,831","13,302",87,51,36,297,143,154,270,97,173,55,29,26,576,300,276
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Ferry,53019,2010,0-4,199,20,10,10,14,9,5,1,0,1,5,1,4,0,0,0,0,0,0,0,0,0,368,189,179,212,109,103,1,0,1,128,64,64,7,4,3,0,0,0,20,12,8
Ferry,53019,2010,5-9,220,23,16,7,14,8,6,1,1,0,7,6,1,0,0,0,0,0,0,1,1,0,353,204,149,213,129,84,0,0,0,99,53,46,3,0,3,0,0,0,38,22,16
Ferry,53019,2010,10-14,203,32,18,14,23,13,10,2,2,0,6,2,4,1,1,0,0,0,0,0,0,0,398,185,213,277,123,154,2,2,0,81,43,38,2,0,2,0,0,0,36,17,19
Ferry,53019,2010,15-19,322,33,23,10,19,16,3,2,0,2,7,3,4,0,0,0,0,0,0,5,4,1,510,299,211,380,232,148,5,4,1,76,38,38,6,2,4,0,0,0,43,23,20
Ferry,53019,2010,20-24,225,17,10,7,7,5,2,0,0,0,4,1,3,0,0,0,0,0,0,6,4,2,385,215,170,263,154,109,5,2,3,95,50,45,2,1,1,4,2,2,16,6,10
Ferry,53019,2010,25-29,172,9,7,2,4,3,1,0,0,0,4,3,1,0,0,0,0,0,0,1,1,0,326,165,161,235,117,118,1,1,0,76,40,36,2,1,1,0,0,0,12,6,6
Ferry,53019,2010,30-34,167,19,10,9,14,7,7,1,1,0,4,2,2,0,0,0,0,0,0,0,0,0,298,157,141,207,106,101,0,0,0,72,41,31,4,3,1,0,0,0,15,7,8
Ferry,53019,2010,35-39,178,11,1,10,8,0,8,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,329,177,152,259,140,119,0,0,0,63,32,31,4,3,1,0,0,0,3,2,1
